"","Make","Model","Year","Engine.Fuel.Type","Engine.HP","Engine.Cylinders","Transmission.Type","Driven_Wheels","Number.of.Doors","Market.Category","Vehicle.Size","Vehicle.Style","highway.MPG","city.mpg","Popularity","MSRP","MSRP_range"
"5626","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,26875,"(2e+04,4e+04]"
"5627","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,30595,"(2e+04,4e+04]"
"5628","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,30595,"(2e+04,4e+04]"
"5629","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,27975,"(2e+04,4e+04]"
"5630","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,26875,"(2e+04,4e+04]"
"5631","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,28445,"(2e+04,4e+04]"
"5632","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,25695,"(2e+04,4e+04]"
"5633","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,26275,"(2e+04,4e+04]"
"5634","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,28945,"(2e+04,4e+04]"
"5635","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,31095,"(2e+04,4e+04]"
"5636","Volkswagen","GTI",2012,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,27975,"(2e+04,4e+04]"
"5637","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,29895,"(2e+04,4e+04]"
"5638","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,29695,"(2e+04,4e+04]"
"5639","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,30795,"(2e+04,4e+04]"
"5640","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,25300,"(2e+04,4e+04]"
"5641","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,24200,"(2e+04,4e+04]"
"5642","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,25895,"(2e+04,4e+04]"
"5643","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,30995,"(2e+04,4e+04]"
"5644","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,30395,"(2e+04,4e+04]"
"5645","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,24200,"(2e+04,4e+04]"
"5646","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,28795,"(2e+04,4e+04]"
"5647","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,25095,"(2e+04,4e+04]"
"5648","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,28395,"(2e+04,4e+04]"
"5649","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,27295,"(2e+04,4e+04]"
"5650","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,28195,"(2e+04,4e+04]"
"5651","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,31495,"(2e+04,4e+04]"
"5652","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,28195,"(2e+04,4e+04]"
"5653","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,24795,"(2e+04,4e+04]"
"5654","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,26195,"(2e+04,4e+04]"
"5655","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,31495,"(2e+04,4e+04]"
"5656","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,24795,"(2e+04,4e+04]"
"5657","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,32095,"(2e+04,4e+04]"
"5658","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,25300,"(2e+04,4e+04]"
"5659","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,27895,"(2e+04,4e+04]"
"5660","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,30995,"(2e+04,4e+04]"
"5661","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,29295,"(2e+04,4e+04]"
"5662","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,29695,"(2e+04,4e+04]"
"5663","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,26195,"(2e+04,4e+04]"
"5664","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,32095,"(2e+04,4e+04]"
"5665","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,26795,"(2e+04,4e+04]"
"5666","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,25895,"(2e+04,4e+04]"
"5667","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,25095,"(2e+04,4e+04]"
"5668","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,26795,"(2e+04,4e+04]"
"5669","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,28395,"(2e+04,4e+04]"
"5670","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,27895,"(2e+04,4e+04]"
"5671","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",33,24,873,29295,"(2e+04,4e+04]"
"5672","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,27295,"(2e+04,4e+04]"
"5673","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,30795,"(2e+04,4e+04]"
"5674","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","2dr Hatchback",31,21,873,30395,"(2e+04,4e+04]"
"5675","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,29895,"(2e+04,4e+04]"
"5676","Volkswagen","GTI",2013,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,28795,"(2e+04,4e+04]"
"5677","Volkswagen","GTI",2014,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,26195,"(2e+04,4e+04]"
"5678","Volkswagen","GTI",2014,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,29695,"(2e+04,4e+04]"
"5679","Volkswagen","GTI",2014,"premium unleaded (recommended)",200,4,"MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",31,21,873,25095,"(2e+04,4e+04]"
"5680","Volkswagen","GTI",2014,"premium unleaded (recommended)",200,4,"AUTOMATED_MANUAL","front wheel drive",4,"Hatchback,Performance","Compact","4dr Hatchback",33,24,873,30795,"(2e+04,4e+04]"
"5681","Pontiac","GTO",2004,"premium unleaded (required)",350,8,"AUTOMATIC","rear wheel drive",2,"High-Performance","Midsize","Coupe",20,15,210,31795,"(2e+04,4e+04]"
"5682","Pontiac","GTO",2005,"premium unleaded (required)",400,8,"AUTOMATIC","rear wheel drive",2,"High-Performance","Midsize","Coupe",19,14,210,32295,"(2e+04,4e+04]"
"5683","Pontiac","GTO",2006,"premium unleaded (required)",400,8,"AUTOMATIC","rear wheel drive",2,"High-Performance","Midsize","Coupe",19,14,210,31290,"(2e+04,4e+04]"
"5684","Lexus","GX 460",2015,"premium unleaded (required)",301,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",20,15,454,49485,"(4e+04,6e+04]"
"5685","Lexus","GX 460",2015,"premium unleaded (required)",301,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",20,15,454,61115,"(6e+04,8e+04]"
"5686","Lexus","GX 460",2016,"premium unleaded (required)",301,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",20,15,454,50780,"(4e+04,6e+04]"
"5687","Lexus","GX 460",2016,"premium unleaded (required)",301,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",20,15,454,62155,"(6e+04,8e+04]"
"5688","Lexus","GX 460",2017,"premium unleaded (required)",301,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,15,454,51280,"(4e+04,6e+04]"
"5689","Lexus","GX 460",2017,"premium unleaded (required)",301,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,15,454,62980,"(6e+04,8e+04]"
"5690","Lexus","GX 470",2007,"regular unleaded",263,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,14,454,46635,"(4e+04,6e+04]"
"5691","Lexus","GX 470",2008,"premium unleaded (required)",263,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,14,454,47315,"(4e+04,6e+04]"
"5692","Lexus","GX 470",2009,"premium unleaded (required)",263,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,14,454,47615,"(4e+04,6e+04]"
"5693","HUMMER","H3",2008,"regular unleaded",242,5,"MANUAL","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,13,130,39290,"(2e+04,4e+04]"
"5694","HUMMER","H3",2008,"regular unleaded",242,5,"MANUAL","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,13,130,30995,"(2e+04,4e+04]"
"5695","HUMMER","H3",2008,"regular unleaded",300,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",16,13,130,39560,"(2e+04,4e+04]"
"5696","HUMMER","H3",2009,"regular unleaded",242,5,"MANUAL","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,14,130,33390,"(2e+04,4e+04]"
"5697","HUMMER","H3",2009,"regular unleaded",242,5,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,14,130,43130,"(4e+04,6e+04]"
"5698","HUMMER","H3",2009,"regular unleaded",300,8,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",16,13,130,41705,"(4e+04,6e+04]"
"5699","HUMMER","H3",2010,"flex-fuel (unleaded/E85)",300,8,"AUTOMATIC","four wheel drive",4,"Flex Fuel,Luxury","Midsize","4dr SUV",16,13,130,41705,"(4e+04,6e+04]"
"5700","HUMMER","H3",2010,"regular unleaded",239,5,"MANUAL","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,14,130,33390,"(2e+04,4e+04]"
"5701","HUMMER","H3",2010,"regular unleaded",239,5,"AUTOMATIC","four wheel drive",4,"Luxury","Midsize","4dr SUV",18,14,130,38365,"(2e+04,4e+04]"
"5702","HUMMER","H3",2010,"regular unleaded",239,5,"MANUAL","four wheel drive",4,"Flex Fuel,Luxury","Midsize","4dr SUV",18,14,130,35960,"(2e+04,4e+04]"
"5703","HUMMER","H3T",2009,"regular unleaded",239,5,"MANUAL","four wheel drive",4,"Crossover,Luxury","Compact","Crew Cab Pickup",18,14,130,30750,"(2e+04,4e+04]"
"5704","HUMMER","H3T",2009,"regular unleaded",300,8,"AUTOMATIC","four wheel drive",4,"Crossover,Luxury","Compact","Crew Cab Pickup",16,13,130,36015,"(2e+04,4e+04]"
"5705","HUMMER","H3T",2010,"flex-fuel (unleaded/E85)",300,8,"AUTOMATIC","four wheel drive",4,"Crossover,Flex Fuel,Luxury","Compact","Crew Cab Pickup",16,13,130,39205,"(2e+04,4e+04]"
"5706","HUMMER","H3T",2010,"regular unleaded",239,5,"MANUAL","four wheel drive",4,"Crossover,Flex Fuel,Luxury","Compact","Crew Cab Pickup",18,14,130,30915,"(2e+04,4e+04]"
"5707","HUMMER","H3T",2010,"regular unleaded",239,5,"AUTOMATIC","four wheel drive",4,"Crossover,Flex Fuel,Luxury","Compact","Crew Cab Pickup",18,14,130,36355,"(2e+04,4e+04]"
"5708","HUMMER","H3T",2010,"flex-fuel (unleaded/E85)",300,8,"AUTOMATIC","four wheel drive",4,"Crossover,Flex Fuel,Luxury","Compact","Crew Cab Pickup",16,13,130,35680,"(2e+04,4e+04]"
"5709","HUMMER","H3T",2010,"regular unleaded",239,5,"MANUAL","four wheel drive",4,"Crossover,Flex Fuel,Luxury","Compact","Crew Cab Pickup",18,14,130,33485,"(2e+04,4e+04]"
"5710","Chevrolet","HHR",2009,"flex-fuel (unleaded/E85)",155,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Wagon",30,22,1385,20720,"(2e+04,4e+04]"
"5711","Chevrolet","HHR",2009,"premium unleaded (recommended)",260,4,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Compact","Wagon",29,21,1385,25135,"(2e+04,4e+04]"
"5712","Chevrolet","HHR",2009,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,18720,"(1e+04,2e+04]"
"5713","Chevrolet","HHR",2009,"premium unleaded (recommended)",260,4,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Compact","Wagon",29,21,1385,24815,"(2e+04,4e+04]"
"5714","Chevrolet","HHR",2009,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,19030,"(1e+04,2e+04]"
"5715","Chevrolet","HHR",2009,"flex-fuel (unleaded/E85)",155,4,"AUTOMATIC","front wheel drive",4,"Flex Fuel","Compact","Wagon",30,22,1385,21030,"(2e+04,4e+04]"
"5716","Chevrolet","HHR",2010,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,20030,"(2e+04,4e+04]"
"5717","Chevrolet","HHR",2010,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,18720,"(1e+04,2e+04]"
"5718","Chevrolet","HHR",2010,"premium unleaded (recommended)",260,4,"MANUAL","front wheel drive",4,"Factory Tuner,Performance","Compact","Wagon",29,21,1385,26255,"(2e+04,4e+04]"
"5719","Chevrolet","HHR",2010,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,19720,"(1e+04,2e+04]"
"5720","Chevrolet","HHR",2010,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,19030,"(1e+04,2e+04]"
"5721","Chevrolet","HHR",2011,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,18720,"(1e+04,2e+04]"
"5722","Chevrolet","HHR",2011,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,19030,"(1e+04,2e+04]"
"5723","Chevrolet","HHR",2011,"flex-fuel (unleaded/E85)",155,4,"MANUAL","front wheel drive",4,"Flex Fuel","Compact","Wagon",32,22,1385,19720,"(1e+04,2e+04]"
"5724","Toyota","Highlander Hybrid",2014,"regular unleaded",280,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",28,27,2031,47300,"(4e+04,6e+04]"
"5725","Toyota","Highlander Hybrid",2014,"regular unleaded",280,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",28,27,2031,49790,"(4e+04,6e+04]"
"5726","Toyota","Highlander Hybrid",2015,"regular unleaded",280,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",28,27,2031,47850,"(4e+04,6e+04]"
"5727","Toyota","Highlander Hybrid",2015,"regular unleaded",280,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",28,27,2031,50340,"(4e+04,6e+04]"
"5728","Toyota","Highlander Hybrid",2016,"regular unleaded",280,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",28,27,2031,50485,"(4e+04,6e+04]"
"5729","Toyota","Highlander Hybrid",2016,"regular unleaded",280,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hybrid","Midsize","4dr SUV",28,27,2031,47870,"(4e+04,6e+04]"
"5730","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",24,18,2031,34750,"(2e+04,4e+04]"
"5731","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,19,2031,31070,"(2e+04,4e+04]"
"5732","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",24,18,2031,44140,"(4e+04,6e+04]"
"5733","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",24,18,2031,38050,"(2e+04,4e+04]"
"5734","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",24,18,2031,41650,"(4e+04,6e+04]"
"5735","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,19,2031,42680,"(4e+04,6e+04]"
"5736","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",24,18,2031,32530,"(2e+04,4e+04]"
"5737","Toyota","Highlander",2015,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,20,2031,29765,"(2e+04,4e+04]"
"5738","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,19,2031,33290,"(2e+04,4e+04]"
"5739","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,19,2031,36590,"(2e+04,4e+04]"
"5740","Toyota","Highlander",2015,"regular unleaded",270,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,19,2031,40190,"(4e+04,6e+04]"
"5741","Toyota","Highlander",2016,"regular unleaded",270,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,19,2031,34395,"(2e+04,4e+04]"
"5742","Toyota","Highlander",2016,"regular unleaded",270,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",24,18,2031,38775,"(2e+04,4e+04]"
"5743","Toyota","Highlander",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,20,2031,30490,"(2e+04,4e+04]"
